X,Y,interval,paramA,paramB,bound,heavyMem
0.0052160710202766025,0.0,1,1.4,0.3,-1.2,True
0.04890054374426728,0.9982170528562039,1,1.4,0.3,-1.2,True
0.9982170528562039,-0.38034203533481525,1,1.4,0.3,-1.2,True
-0.38034203533481525,1.0969410264771793,1,1.4,0.3,-1.2,True
1.0969410264771793,-0.7986940723967753,1,1.4,0.3,-1.2,True
-0.7986940723967753,0.43600519814871047,1,1.4,0.3,-1.2,True
0.43600519814871047,0.4942510323431926,1,1.4,0.3,-1.2,True
0.4942510323431926,0.7888038432833769,1,1.4,0.3,-1.2,True
0.7888038432833769,0.277179205252881,1,1.4,0.3,-1.2,True
0.277179205252881,1.1290815164305468,1,1.4,0.3,-1.2,True
1.1290815164305468,-0.7016013374672799,1,1.4,0.3,-1.2,True
-0.7016013374672799,0.6495822434989377,1,1.4,0.3,-1.2,True
0.6495822434989377,0.19877967126305762,1,1.4,0.3,-1.2,True
0.19877967126305762,1.1395559722592523,1,1.4,0.3,-1.2,True
1.1395559722592523,-0.7583890380975042,1,1.4,0.3,-1.2,True
-0.7583890380975042,0.536651285328735,1,1.4,0.3,-1.2,True
0.536651285328735,0.36929084570777226,1,1.4,0.3,-1.2,True
0.36929084570777226,0.9700693653856342,1,1.4,0.3,-1.2,True
0.9700693653856342,-0.20666114941122993,1,1.4,0.3,-1.2,True
-0.20666114941122993,1.2312284466693313,1,1.4,0.3,-1.2,True
1.2312284466693313,-1.184291227866253,1,1.4,0.3,-1.2,True
-1.184291227866253,-0.5941954633605403,1,1.4,0.3,-1.2,True
-0.5941954633605403,0.15041708349057809,1,1.4,0.3,-1.2,True
0.15041708349057809,0.7900659423837018,1,1.4,0.3,-1.2,True
0.7900659423837018,0.17123925440666804,1,1.4,0.3,-1.2,True
0.17123925440666804,1.1959677475654584,1,1.4,0.3,-1.2,True
1.1959677475654584,-0.9511026181815142,1,1.4,0.3,-1.2,True
-0.9511026181815142,0.09235565783321409,1,1.4,0.3,-1.2,True
0.09235565783321409,0.7027278199982178,1,1.4,0.3,-1.2,True
0.7027278199982178,0.33634975275073775,1,1.4,0.3,-1.2,True
0.33634975275073775,1.05243472735379,1,1.4,0.3,-1.2,True
1.05243472735379,-0.4497614716511233,1,1.4,0.3,-1.2,True
-0.4497614716511233,1.0325308842716392,1,1.4,0.3,-1.2,True
1.0325308842716392,-0.6274964792600194,1,1.4,0.3,-1.2,True
-0.6274964792600194,0.7585067012042839,1,1.4,0.3,-1.2,True
0.7585067012042839,0.006285674141467662,1,1.4,0.3,-1.2,True
0.006285674141467662,1.2274966967821075,1,1.4,0.3,-1.2,True
1.2274966967821075,-1.1075616946129387,1,1.4,0.3,-1.2,True
-1.1075616946129387,-0.349121061288806,1,1.4,0.3,-1.2,True
-0.349121061288806,0.4970917700065273,1,1.4,0.3,-1.2,True
0.4970917700065273,0.5493233626818471,1,1.4,0.3,-1.2,True
0.5493233626818471,0.7266689114986292,1,1.4,0.3,-1.2,True
0.7266689114986292,0.4255302190905106,1,1.4,0.3,-1.2,True
0.4255302190905106,0.9644943191466837,1,1.4,0.3,-1.2,True
0.9644943191466837,-0.17468994260556178,1,1.4,0.3,-1.2,True
-0.17468994260556178,1.2466250892774569,1,1.4,0.3,-1.2,True
1.2466250892774569,-1.2281107412841066,1,1.4,0.3,-1.2,True
-1.2281107412841066,-0.7375708632171198,1,1.4,0.3,-1.2,True
-0.7375708632171198,-0.1300483119588181,1,1.4,0.3,-1.2,True
-0.1300483119588181,0.7550511522141907,1,1.4,0.3,-1.2,True
0.7550511522141907,0.16284236696838683,1,1.4,0.3,-1.2,True
0.16284236696838683,1.1893906545924438,1,1.4,0.3,-1.2,True
1.1893906545924438,-0.9316574708340626,1,1.4,0.3,-1.2,True
-0.9316574708340626,0.14163729623244214,1,1.4,0.3,-1.2,True
0.14163729623244214,0.6924171855921302,1,1.4,0.3,-1.2,True
0.6924171855921302,0.3712730064050757,1,1.4,0.3,-1.2,True
0.3712730064050757,1.0147440522785502,1,1.4,0.3,-1.2,True
1.0147440522785502,-0.3302057863670476,1,1.4,0.3,-1.2,True
-0.3302057863670476,1.1517730097931727,1,1.4,0.3,-1.2,True
1.1517730097931727,-0.9562752284333473,1,1.4,0.3,-1.2,True
-0.9562752284333473,0.06528466541660105,1,1.4,0.3,-1.2,True
0.06528466541660105,0.7071505089160153,1,1.4,0.3,-1.2,True
0.7071505089160153,0.3194988204607292,1,1.4,0.3,-1.2,True
0.3194988204607292,1.0692338578886884,1,1.4,0.3,-1.2,True
1.0692338578886884,-0.5047158138595202,1,1.4,0.3,-1.2,True
-0.5047158138595202,0.9641368835027775,1,1.4,0.3,-1.2,True
0.9641368835027775,-0.4527986463404837,1,1.4,0.3,-1.2,True
-0.4527986463404837,1.002203805271949,1,1.4,0.3,-1.2,True
1.002203805271949,-0.5420170481243498,1,1.4,0.3,-1.2,True
-0.5420170481243498,0.8893656689411775,1,1.4,0.3,-1.2,True
0.8893656689411775,-0.26996492476496836,1,1.4,0.3,-1.2,True
-0.26996492476496836,1.1647762158376562,1,1.4,0.3,-1.2,True
1.1647762158376562,-0.9803745636030169,1,1.4,0.3,-1.2,True
-0.9803745636030169,0.0038448658075688202,1,1.4,0.3,-1.2,True
0.0038448658075688202,0.7058669347287854,1,1.4,0.3,-1.2,True
0.7058669347287854,0.3036060783814948,1,1.4,0.3,-1.2,True
0.3036060783814948,1.0827127692563692,1,1.4,0.3,-1.2,True
1.0827127692563692,-0.5500918934806653,1,1.4,0.3,-1.2,True
-0.5500918934806653,0.9011723029945097,1,1.4,0.3,-1.2,True
0.9011723029945097,-0.30198369560239924,1,1.4,0.3,-1.2,True
-0.30198369560239924,1.1426798775247975,1,1.4,0.3,-1.2,True
1.1426798775247975,-0.9185993321808401,1,1.4,0.3,-1.2,True
-0.9185993321808401,0.16144933694111974,1,1.4,0.3,-1.2,True
0.16144933694111974,0.6879279565875298,1,1.4,0.3,-1.2,True
0.6879279565875298,0.385891978245764,1,1.4,0.3,-1.2,True
0.385891978245764,0.997900720552058,1,1.4,0.3,-1.2,True
0.997900720552058,-0.27836059383591394,1,1.4,0.3,-1.2,True
-0.27836059383591394,1.1908917478846617,1,1.4,0.3,-1.2,True
1.1908917478846617,-1.0690205954024725,1,1.4,0.3,-1.2,True
-1.0690205954024725,-0.24265952238712102,1,1.4,0.3,-1.2,True
-0.24265952238712102,0.5968567200520543,1,1.4,0.3,-1.2,True
0.5968567200520543,0.4284690213040489,1,1.4,0.3,-1.2,True
0.4284690213040489,0.922037032911467,1,1.4,0.3,-1.2,True
0.922037032911467,-0.06167249969303962,1,1.4,0.3,-1.2,True
-0.06167249969303962,1.2712862137676968,1,1.4,0.3,-1.2,True
1.2712862137676968,-1.2811378421500401,1,1.4,0.3,-1.2,True
-1.2811378421500401,-0.9164539746940963,1,1.4,0.3,-1.2,True
-0.9164539746940963,-0.5601843954706621,1,1.4,0.3,-1.2,True
-0.5601843954706621,0.2857346278914076,1,1.4,0.3,-1.2,True
0.2857346278914076,0.7176426927520638,1,1.4,0.3,-1.2,True
0.7176426927520638,0.36470494012281607,1,1.4,0.3,-1.2,True
0.36470494012281607,1.0290792371356376,1,1.4,0.3,-1.2,True
1.0290792371356376,-0.37319422478828734,1,1.4,0.3,-1.2,True
-0.37319422478828734,1.1137402699592283,1,1.4,0.3,-1.2,True
1.1137402699592283,-0.8485426119368825,1,1.4,0.3,-1.2,True
-0.8485426119368825,0.326087691006035,1,1.4,0.3,-1.2,True
0.326087691006035,0.5965707613030289,1,1.4,0.3,-1.2,True
0.5965707613030289,0.5995709647634649,1,1.4,0.3,-1.2,True
0.5995709647634649,0.6756917498885597,1,1.4,0.3,-1.2,True
0.6756917498885597,0.5406882122145901,1,1.4,0.3,-1.2,True
0.5406882122145901,0.7934262850076346,1,1.4,0.3,-1.2,True
0.7934262850076346,0.2808710860269544,1,1.4,0.3,-1.2,True
0.2808710860269544,1.1275838917499452,1,1.4,0.3,-1.2,True
1.1275838917499452,-0.6957622802994466,1,1.4,0.3,-1.2,True
-0.6957622802994466,0.6605559565625035,1,1.4,0.3,-1.2,True
0.6605559565625035,0.18040347545988036,1,1.4,0.3,-1.2,True
0.18040347545988036,1.1526032074275459,1,1.4,0.3,-1.2,True
1.1526032074275459,-0.8057707726432086,1,1.4,0.3,-1.2,True
-0.8057707726432086,0.43680780896381705,1,1.4,0.3,-1.2,True
0.43680780896381705,0.49114728144655867,1,1.4,0.3,-1.2,True
0.49114728144655867,0.7933264297878619,1,1.4,0.3,-1.2,True
0.7933264297878619,0.26623063055403007,1,1.4,0.3,-1.2,True
0.26623063055403007,1.1387676808330836,1,1.4,0.3,-1.2,True
1.1387676808330836,-0.7356393741077344,1,1.4,0.3,-1.2,True
-0.7356393741077344,0.5839989000172583,1,1.4,0.3,-1.2,True
0.5839989000172583,0.3018315864577649,1,1.4,0.3,-1.2,True
0.3018315864577649,1.0476564407881217,1,1.4,0.3,-1.2,True
1.0476564407881217,-0.4460681491574397,1,1.4,0.3,-1.2,True
